id,straight_distance,network_distance,weekly_pa,sex,age,ses
4327,213,499,305,Female,49,I
4328,641,1012,263,Male,47,III
4329,1000,1083,280,Female,35,III
4330,227,227,282,Female,48,IV
4331,347,534,272,Male,53,V
4332,148,313,298,Male,41,IV
4333,690,910,293,Male,44,V
4334,441,815,259,Female,37,I
4335,264,337,300,Female,48,II
4336,205,601,219,Female,47,I
4337,170,669,268,Female,48,II
4338,334,741,289,Female,57,I
4339,165,521,272,Male,62,IV
4340,614,920,257,Male,67,I
4341,117,595,300,Female,53,I
4342,739,976,254,Female,38,III
4343,166,482,309,Female,50,III
4344,1000,1250,349,Male,37,IV
4345,367,554,291,Male,63,II
4346,96,277,263,Female,39,V
4347,417,504,299,Male,30,II
4348,344,561,276,Female,62,III
4349,1000,1103,226,Male,57,II
4350,164,534,287,Male,40,III
4351,443,865,255,Male,47,V
4352,234,616,253,Male,49,V
4353,1000,1351,329,Female,30,I
4354,366,572,286,Female,47,V
4355,329,617,309,Female,60,V
4356,132,546,289,Female,46,I
4357,791,1129,258,Male,53,III
4358,243,390,288,Male,44,II
4359,413,619,324,Female,41,II
4360,156,431,269,Female,64,I
4361,277,652,312,Male,61,III
4362,163,447,389,Male,35,II
4363,405,956,279,Male,46,V
4364,669,933,296,Male,33,I
4365,1000,1329,246,Male,53,I
4366,135,419,295,Male,41,IV
4367,290,741,225,Female,55,V
4368,908,1182,251,Male,55,II
4369,294,659,316,Female,65,III
4370,426,1017,291,Female,47,III
4371,548,683,247,Female,35,III
4372,296,352,301,Female,56,III
4373,268,915,249,Female,39,IV
4374,447,1010,268,Female,55,I
4375,388,676,281,Male,72,II
4376,244,346,243,Male,63,I
4377,265,370,275,Male,60,I
4378,345,813,266,Male,48,III
4379,160,552,267,Female,55,IV
4380,93,554,297,Female,67,I
4381,822,1120,321,Male,40,V
4382,462,490,321,Male,54,II
4383,338,834,274,Female,65,III
4384,326,491,290,Female,35,V
4385,1000,1530,310,Male,65,II
4386,486,486,285,Male,43,III
4387,649,890,248,Male,55,IV
4388,175,630,274,Male,47,III
4389,158,294,284,Male,48,V
4390,618,974,259,Female,54,II
4391,188,496,291,Female,55,II
4392,161,297,286,Male,47,V
4393,635,847,246,Male,54,II
4394,243,572,287,Male,43,V
4395,330,507,334,Male,48,I
4396,156,489,352,Female,49,IV
4397,326,344,311,Female,48,V
4398,403,578,264,Female,66,II
4399,154,263,257,Male,53,I
4400,298,650,285,Female,32,V
4401,335,640,320,Male,69,III
4402,306,543,318,Female,18,V
4403,151,466,315,Female,73,I
4404,690,807,272,Female,57,V
4405,372,664,289,Female,59,III
4406,47,257,270,Male,72,III
4407,777,1017,295,Female,42,III
4408,417,741,337,Male,67,V
4409,149,628,351,Male,61,V
4410,326,690,306,Male,28,II
4411,355,798,301,Female,33,II
4412,385,590,340,Female,47,IV
4413,165,496,305,Female,36,III
4414,777,1190,269,Male,49,V
4415,172,618,303,Female,38,I
4416,270,367,269,Male,45,III
4417,985,1538,283,Female,54,I
4418,218,393,306,Female,71,II
4419,119,558,331,Female,27,V
4420,372,372,315,Female,53,III
4421,150,416,298,Female,35,V
4422,327,625,253,Male,57,V
4423,507,804,261,Male,50,IV
4424,183,479,262,Female,62,IV
4425,546,658,290,Female,67,V
4426,502,767,340,Female,35,IV
4427,400,976,352,Female,61,II
4428,65,339,302,Male,52,IV
4429,1000,1643,253,Female,41,I
4430,213,373,290,Female,47,III
4431,288,730,309,Male,34,V
4432,860,966,345,Female,65,II
4433,193,464,304,Male,56,V
4434,516,697,247,Male,54,I
4435,554,765,244,Female,47,IV
4436,106,394,278,Female,44,III
4437,164,547,305,Female,47,IV
4438,308,733,238,Female,56,V
4439,455,762,316,Female,57,II
4440,548,713,235,Male,53,III
4441,225,636,274,Male,53,V
4442,208,580,294,Female,50,IV
4443,291,709,290,Female,42,V
4444,672,961,296,Female,58,I
4445,988,1415,268,Female,51,V
4446,432,857,305,Male,56,III
4447,378,842,286,Female,53,IV
4448,1000,1436,310,Female,35,IV
4449,540,939,260,Male,78,III
4450,619,920,237,Female,59,V
4451,351,553,271,Female,56,IV
4452,83,520,270,Female,58,III
4453,943,1252,220,Female,38,II
4454,681,1143,264,Male,41,V
4455,168,692,259,Female,59,II
4456,589,917,312,Male,63,IV
4457,1000,1046,249,Male,29,IV
4458,210,641,282,Female,62,III
4459,652,1099,270,Female,39,II
4460,447,1044,244,Female,46,V
4461,103,629,284,Female,53,V
4462,159,361,283,Male,45,II
4463,423,423,282,Male,48,II
4464,282,814,271,Male,55,III
4465,111,369,311,Female,64,III
4466,550,875,249,Male,66,III
4467,101,424,288,Female,46,V
4468,666,1036,255,Female,76,IV
4469,347,703,310,Female,35,V
4470,327,679,254,Male,50,III
4471,1000,1412,281,Female,63,I
4472,443,657,272,Male,62,I
4473,381,935,314,Female,44,I
4474,500,1130,265,Female,47,I
4475,405,765,273,Male,34,IV
4476,532,647,326,Female,33,II
4477,179,363,275,Female,24,II
4478,525,866,265,Female,37,V
4479,647,817,270,Male,43,II
4480,175,729,289,Female,34,IV
4481,72,301,280,Female,62,IV
4482,919,1092,275,Female,36,III
4483,128,455,307,Female,33,IV
4484,172,399,285,Male,43,IV
4485,344,628,264,Male,50,V
4486,274,691,294,Male,47,IV
4487,429,594,306,Female,76,II
4488,307,662,305,Male,48,III
4489,72,438,281,Male,42,III
4490,348,661,256,Female,45,II
4491,254,669,259,Male,56,II
4492,499,1128,306,Male,41,III
4493,1000,1205,249,Male,44,I
4494,178,640,252,Male,40,I
4495,331,627,317,Female,37,I
4496,271,393,282,Female,69,II
4497,619,751,291,Male,46,I
4498,340,664,273,Female,45,III
4499,386,716,219,Male,54,I
4500,209,506,301,Male,54,III
4501,323,701,273,Female,52,I
4502,107,107,295,Male,42,I
4503,779,1354,225,Female,45,III
4504,63,242,336,Male,30,IV
4505,364,771,244,Female,41,II
4506,1000,1330,262,Male,55,I
4507,220,364,299,Female,55,V
4508,325,623,294,Male,54,II
4509,535,732,319,Female,52,IV
4510,126,561,290,Male,45,IV
4511,147,397,329,Male,49,II
4512,571,1108,300,Female,66,III
4513,158,447,310,Female,46,V
4514,905,1162,281,Male,41,II
4515,117,317,284,Female,51,I
4516,925,1264,227,Female,39,II
4517,563,911,254,Male,30,III
4518,324,850,247,Male,77,IV
4519,150,413,294,Female,53,II
4520,856,1136,308,Male,67,IV
4521,580,837,285,Male,50,II
4522,173,516,268,Male,53,II
4523,666,859,253,Female,43,II
4524,238,565,330,Male,43,II
4525,257,691,231,Male,60,I
4526,278,482,304,Male,55,II
4527,221,477,328,Male,54,II
4528,228,575,294,Male,65,IV
4529,217,549,256,Female,36,III
4530,170,598,315,Male,46,II
4531,603,708,289,Female,43,I
4532,489,516,304,Male,53,II
4533,470,771,304,Male,65,III
4534,625,1061,336,Male,70,I
4535,371,735,291,Female,38,I
4536,420,670,283,Male,54,II
4537,224,601,318,Female,59,II
4538,830,983,308,Male,56,II
4539,410,666,314,Female,56,I
4540,245,615,262,Male,48,V
4541,288,383,299,Female,54,II
4542,412,531,263,Female,39,V
4543,221,562,321,Male,51,II
4544,1000,1265,287,Female,65,II
4545,146,402,293,Male,43,V
4546,290,342,303,Male,41,I
4547,450,785,315,Female,69,I
4548,305,371,231,Female,37,V
4549,123,155,292,Male,62,IV
4550,78,595,326,Female,33,III
4551,826,1074,263,Male,37,IV
4552,373,472,300,Female,58,IV
4553,315,465,326,Male,31,I
4554,164,486,296,Male,50,II
4555,431,572,244,Female,46,II
4556,260,585,309,Female,62,III
4557,711,1114,251,Female,50,II
4558,419,841,274,Male,62,III
4559,358,589,260,Male,51,V
4560,1000,1109,277,Male,57,IV
4561,395,676,277,Male,47,V
4562,482,836,286,Female,69,II
4563,688,867,332,Female,58,I
4564,313,733,255,Female,83,II
4565,314,564,354,Male,55,III
4566,1000,1099,323,Male,65,IV
4567,290,514,253,Female,28,I
4568,307,717,272,Female,54,II
4569,147,580,306,Female,56,V
4570,778,1016,286,Female,62,V
4571,269,553,303,Female,42,IV
4572,229,746,329,Male,51,IV
4573,351,353,292,Male,54,III
4574,565,731,222,Female,34,V
4575,309,443,325,Male,53,V
4576,316,453,283,Female,50,II
4577,117,363,290,Female,37,II
4578,230,545,321,Female,48,I
4579,301,400,315,Male,43,I
4580,613,1018,313,Female,55,III
4581,677,1066,277,Female,57,IV
4582,425,786,300,Male,42,I
4583,203,311,301,Female,71,II
4584,128,276,275,Female,62,V
4585,352,546,287,Female,28,II
4586,549,850,302,Female,58,V
4587,383,771,363,Female,44,V
4588,666,1169,314,Male,44,I
4589,204,624,347,Male,57,V
4590,278,278,299,Female,50,II
4591,290,523,269,Male,31,II
4592,169,545,337,Male,46,III
4593,1000,1000,259,Male,36,I
4594,558,1104,324,Male,52,I
4595,137,502,296,Male,52,IV
4596,158,279,278,Male,36,V
4597,650,976,290,Female,72,III
4598,132,145,258,Male,58,III
4599,1000,1198,313,Female,29,II
4600,311,593,294,Male,56,IV
4601,646,1002,350,Male,48,V
4602,625,1088,265,Male,51,I
4603,387,983,292,Male,69,III
4604,291,523,244,Female,60,I
4605,81,566,237,Female,51,V
4606,131,591,285,Male,59,II
4607,253,770,301,Male,49,III
4608,990,1413,225,Male,48,I
4609,776,1036,292,Female,54,III
4610,391,796,198,Male,43,I
4611,379,975,273,Male,65,V
4612,297,692,282,Male,41,II
4613,397,773,262,Male,42,IV
4614,131,697,326,Male,52,II
4615,665,1012,289,Male,43,III
4616,659,1121,262,Male,34,IV
4617,101,441,244,Male,38,IV
4618,1000,1349,324,Female,48,II
4619,693,1131,297,Female,45,I
4620,177,347,342,Female,49,IV
4621,889,1028,309,Male,39,II
4622,292,460,304,Male,59,II
4623,316,564,263,Male,51,I
4624,396,666,298,Female,40,V
4625,429,485,299,Female,82,V
4626,317,679,258,Female,47,I
4627,136,426,346,Female,58,III
4628,71,212,261,Female,70,III
4629,535,867,281,Male,44,II
4630,902,1074,269,Female,56,V
4631,310,595,239,Male,58,III
4632,198,564,314,Female,56,IV
4633,171,489,308,Female,56,II
4634,222,854,318,Female,60,III
4635,388,902,240,Female,47,II
4636,283,873,324,Female,45,IV
4637,515,767,290,Male,44,V
4638,596,991,305,Female,66,II
4639,372,738,353,Male,23,I
4640,198,452,295,Male,40,V
4641,243,579,335,Female,45,V
4642,874,1137,321,Male,65,III
4643,550,550,280,Female,35,I
4644,566,714,307,Female,47,II
4645,117,494,291,Female,56,I
4646,296,756,276,Female,57,V
4647,155,639,327,Female,60,II
4648,377,665,299,Female,69,V
4649,319,596,304,Female,70,III
4650,113,499,277,Female,55,I
4651,209,419,273,Female,47,I
4652,192,193,285,Female,65,III
4653,92,593,320,Female,56,III
4654,322,647,298,Male,69,I
4655,125,334,276,Female,75,III
4656,186,400,295,Male,53,II
4657,670,857,282,Female,57,IV
4658,184,607,287,Female,53,III
4659,414,422,324,Male,37,III
4660,348,790,285,Female,41,II
4661,631,870,246,Female,56,I
4662,158,499,304,Male,45,I
4663,236,379,283,Female,48,I
4664,133,335,296,Male,62,I
4665,290,490,265,Female,54,V
4666,1000,1416,235,Female,45,V
4667,157,417,292,Male,30,I
4668,130,561,323,Female,52,IV
4669,136,453,353,Male,55,I
4670,209,726,316,Female,41,III
4671,324,841,313,Male,38,IV
4672,51,638,291,Female,40,II
4673,379,807,304,Female,53,III
4674,238,724,279,Female,49,III
4675,678,941,359,Female,29,IV
4676,147,434,280,Male,49,I
4677,410,567,248,Female,49,V
4678,153,427,277,Female,68,II
4679,191,331,275,Female,68,V
4680,307,652,252,Female,33,V
4681,277,277,270,Female,68,II
4682,633,946,382,Female,41,II
4683,227,641,266,Male,55,III
4684,248,546,293,Male,58,III
4685,243,643,315,Female,52,V
4686,720,968,275,Female,43,I
4687,729,1244,281,Male,49,IV
4688,473,507,251,Female,64,IV
4689,202,464,274,Male,48,I
4690,109,457,283,Female,39,II
4691,651,651,270,Female,49,V
4692,133,268,292,Male,44,I
4693,308,657,299,Female,77,II
4694,178,322,333,Female,38,IV
4695,670,746,320,Female,49,II
4696,286,466,289,Female,43,V
4697,391,800,343,Male,68,II
4698,281,514,332,Female,55,II
4699,890,1236,238,Female,45,IV
4700,161,539,277,Female,41,I
4701,341,747,273,Male,53,II
4702,619,881,290,Female,65,IV
4703,65,320,317,Male,64,I
4704,267,796,307,Male,86,I
4705,256,651,311,Male,44,II
4706,228,568,265,Male,45,III
4707,111,430,308,Female,64,I
4708,460,1011,279,Male,48,II
4709,416,526,319,Female,58,II
4710,160,440,283,Female,56,II
4711,585,975,236,Male,33,IV
4712,824,968,251,Male,59,IV
4713,348,485,307,Male,47,IV
4714,216,537,345,Female,52,I
4715,91,392,292,Female,53,I
4716,221,363,267,Female,48,II
4717,722,931,293,Female,33,V
4718,156,448,326,Female,75,III
4719,327,677,294,Male,35,IV
4720,916,1113,257,Male,50,II
4721,794,1128,325,Male,48,III
4722,727,1110,290,Male,26,V
4723,145,613,309,Female,33,I
4724,203,541,327,Male,44,I
4725,444,949,270,Male,50,II
4726,138,389,248,Male,42,III
4727,181,276,330,Female,74,V
4728,580,1073,244,Female,68,III
4729,519,772,319,Male,50,IV
4730,254,529,285,Male,56,IV
4731,315,562,279,Female,62,I
4732,596,1000,296,Male,35,III
4733,373,607,274,Male,50,V
4734,389,692,306,Male,63,III
4735,301,543,245,Female,36,I
4736,181,228,342,Male,55,III
4737,658,1053,272,Male,47,IV
4738,354,823,300,Female,47,V
4739,1000,1130,305,Male,73,V
4740,182,584,267,Female,60,I
4741,180,576,334,Male,33,I
4742,97,364,293,Female,83,II
4743,254,642,250,Male,47,IV
4744,660,751,366,Male,39,V
4745,396,609,262,Female,54,V
4746,370,545,270,Male,50,III
4747,210,210,327,Female,59,II
4748,164,216,302,Female,38,III
4749,140,325,320,Male,36,I
4750,335,586,256,Female,35,III
4751,240,679,340,Male,41,V
4752,578,1131,262,Female,61,III
4753,378,516,252,Female,47,III
4754,67,621,305,Male,60,I
4755,206,741,322,Male,43,IV
4756,235,507,246,Male,54,V
4757,575,993,318,Female,26,III
4758,210,286,257,Female,55,V
4759,365,550,235,Female,43,II
4760,274,613,260,Male,36,II
4761,325,833,336,Female,52,V
4762,316,515,358,Female,38,II
4763,106,285,235,Male,61,III
4764,466,977,260,Female,59,II
4765,483,791,266,Female,57,V
4766,114,336,319,Female,41,V
4767,403,882,285,Male,35,III
4768,222,668,274,Female,71,II
4769,1000,1288,254,Female,62,I
4770,427,745,254,Male,71,III
4771,799,875,259,Female,53,II
4772,104,208,301,Female,61,I
4773,292,471,334,Female,49,V
4774,696,1075,293,Female,65,I
4775,1000,1228,294,Male,62,III
4776,233,256,277,Female,56,II
4777,224,463,306,Female,41,IV
4778,216,434,257,Male,65,III
4779,227,330,264,Male,39,I
4780,749,1032,231,Female,50,V
4781,197,643,287,Female,61,III
4782,148,390,302,Female,56,I
4783,97,425,291,Male,68,III
4784,202,416,284,Male,52,III
4785,178,447,302,Male,41,IV
4786,454,625,246,Male,26,I
4787,288,460,302,Female,46,I
4788,90,438,355,Female,53,IV
4789,368,710,338,Male,60,V
4790,710,874,268,Female,64,I
4791,283,461,264,Female,61,III
4792,858,1262,193,Male,43,III
4793,99,306,289,Male,53,V
4794,665,1113,257,Female,49,I
4795,378,488,334,Male,53,III
4796,345,345,363,Male,61,IV
4797,713,1064,236,Female,63,II
4798,558,1170,302,Female,63,IV
4799,139,559,266,Male,48,V
4800,94,376,335,Female,51,III
4801,289,406,264,Male,44,IV
4802,276,370,264,Female,24,IV
4803,307,535,309,Male,42,V
4804,211,551,287,Female,64,III
4805,388,622,259,Male,59,II
4806,295,525,337,Male,42,II
4807,174,624,275,Female,58,III
4808,544,887,242,Male,51,III
4809,187,397,272,Male,48,II
4810,247,839,256,Female,52,IV
4811,64,422,289,Male,29,III
4812,568,1160,217,Male,40,IV
4813,239,239,302,Male,52,IV
4814,171,382,242,Male,30,I
4815,1000,1308,281,Female,60,V
4816,395,787,265,Female,59,III
4817,392,676,261,Male,57,IV
4818,783,1010,219,Female,36,V
4819,226,649,308,Female,60,IV
4820,324,568,277,Male,45,V
4821,381,666,370,Male,41,III
4822,131,462,297,Male,33,IV
4823,1000,1110,242,Female,59,III
4824,35,168,285,Female,54,V
4825,788,1098,252,Male,59,II
4826,530,770,343,Female,62,IV
4827,159,629,233,Male,41,I
4828,237,330,311,Male,54,IV
4829,478,664,309,Female,40,II
4830,530,1214,271,Male,27,IV
4831,378,742,319,Female,53,III
4832,455,745,264,Female,26,V
4833,285,352,295,Female,48,I
4834,374,920,295,Female,85,IV
4835,329,371,292,Female,65,I
4836,373,561,307,Male,59,III
4837,445,605,256,Male,57,III
4838,53,606,294,Female,71,V
4839,411,844,308,Female,56,V
4840,343,752,258,Male,47,I
4841,794,1145,285,Female,32,II
4842,243,462,277,Male,52,II
4843,330,610,258,Female,54,II
4844,388,553,232,Female,51,III
4845,680,1150,283,Female,43,I
4846,591,915,256,Female,45,III
4847,259,619,296,Male,48,IV
4848,437,742,294,Male,42,IV
4849,324,615,317,Female,64,V
4850,212,593,323,Male,61,II
4851,246,246,343,Female,43,I
4852,228,626,306,Male,56,I
4853,811,1232,241,Female,63,I
4854,362,927,253,Female,48,I
4855,271,515,282,Male,44,I
4856,162,505,258,Female,55,V
4857,239,561,253,Female,55,IV
4858,573,647,266,Female,53,V
4859,157,205,307,Female,30,III
4860,1000,1238,275,Male,65,III
4861,143,471,311,Male,48,II
4862,459,621,292,Male,49,III
4863,192,597,262,Male,51,II
4864,367,597,276,Female,54,V
4865,431,690,267,Female,47,I
4866,84,619,317,Male,59,I
4867,501,796,273,Female,59,II
4868,691,1007,313,Female,40,II
4869,413,904,288,Female,50,I
4870,431,815,273,Male,65,III
4871,142,535,313,Female,50,I
4872,283,663,327,Male,39,IV
4873,186,803,270,Female,53,IV
4874,739,966,260,Female,44,IV
4875,82,449,306,Female,44,III
4876,520,930,291,Male,47,II
4877,760,911,274,Female,37,V
4878,870,1215,259,Female,76,I
4879,1000,1384,280,Female,55,IV
4880,679,890,286,Female,37,I
4881,614,769,297,Female,68,IV
4882,430,639,318,Female,42,IV
4883,233,626,317,Male,46,III
4884,313,555,275,Female,52,II
4885,185,557,311,Female,50,I
4886,110,506,267,Female,60,I
4887,562,1045,286,Male,55,III
4888,241,577,300,Male,55,II
4889,267,614,266,Male,56,IV
4890,183,515,265,Male,63,II
4891,160,495,270,Female,58,IV
4892,674,965,300,Male,35,II
4893,141,364,275,Male,49,III
4894,491,727,273,Female,46,III
4895,276,400,331,Male,62,II
4896,117,400,291,Female,32,III
4897,317,522,300,Female,57,II
4898,267,679,235,Female,42,I
4899,575,773,261,Female,46,II
4900,256,433,300,Male,49,III
4901,952,1194,251,Female,49,I
4902,103,434,241,Male,36,II
4903,630,858,254,Female,47,III
4904,254,654,290,Female,48,II
4905,258,498,260,Male,63,V
4906,326,643,245,Female,49,III
4907,621,913,296,Male,36,V
4908,504,775,277,Male,75,II
4909,225,520,300,Male,29,III
4910,264,537,289,Female,68,II
4911,80,299,317,Female,52,I
4912,884,1192,296,Male,49,I
4913,1000,1383,282,Male,36,IV
4914,301,635,269,Female,56,I
4915,199,426,260,Male,51,II
4916,756,1124,289,Male,54,II
4917,567,909,269,Male,47,II
4918,99,271,273,Female,52,V
4919,1000,1345,293,Male,63,V
4920,1000,1318,254,Female,52,IV
4921,325,437,269,Male,48,V
4922,394,829,313,Female,45,I
4923,1000,1234,254,Male,41,V
4924,578,970,221,Female,36,II
4925,78,362,333,Female,63,V
4926,742,966,276,Female,67,I
4927,135,363,302,Male,58,III
4928,431,799,272,Female,43,I
4929,430,1003,277,Male,53,I
4930,281,522,269,Female,75,IV
4931,207,587,253,Female,66,IV
4932,231,460,322,Male,43,II
4933,310,818,296,Female,53,I
4934,551,822,247,Male,44,V
4935,188,645,314,Female,62,I
4936,275,725,278,Female,44,I
4937,1000,1529,287,Female,55,V
4938,145,437,330,Male,44,IV
4939,127,511,214,Female,42,II
4940,90,331,279,Female,60,I
4941,125,392,305,Male,62,II
4942,71,346,265,Female,52,I
4943,98,555,312,Male,33,II
4944,939,1304,284,Male,42,V
4945,322,687,308,Male,46,I
4946,233,453,289,Male,63,I
4947,163,408,322,Female,62,III
4948,361,746,310,Female,51,V
4949,356,574,270,Male,59,III
4950,1000,1488,262,Male,42,II
4951,555,1076,323,Male,57,I
4952,522,873,313,Male,41,V
4953,622,839,265,Male,64,IV
4954,697,1001,334,Male,56,V
4955,97,200,268,Female,43,III
4956,211,310,328,Female,36,IV
4957,90,264,291,Male,45,II
4958,57,312,242,Male,69,I
4959,740,1245,333,Male,35,I
4960,472,889,292,Male,51,IV
4961,97,399,317,Male,53,III
4962,641,977,282,Female,41,I
4963,1000,1105,273,Male,36,IV
4964,533,1067,293,Female,43,IV
4965,289,475,322,Male,42,V
4966,347,411,325,Female,50,IV
4967,332,630,269,Female,50,IV
4968,341,754,263,Female,74,I
4969,246,445,309,Female,62,III
4970,672,890,327,Male,38,II
4971,86,348,372,Male,70,II
4972,479,629,263,Male,57,III
4973,455,807,254,Male,50,I
4974,243,543,319,Female,42,I
4975,549,886,330,Female,51,I
4976,852,1191,320,Female,61,V
4977,287,560,278,Female,58,V
4978,237,461,268,Female,44,III
4979,247,272,250,Male,60,I
4980,183,409,315,Male,52,IV
4981,146,652,326,Male,52,III
4982,565,657,330,Male,46,IV
4983,92,418,294,Female,63,IV
4984,141,296,287,Female,41,II
4985,439,1040,301,Female,37,II
4986,943,1310,276,Female,42,II
4987,152,390,353,Male,65,II
4988,499,804,296,Female,37,I
4989,262,665,263,Male,27,IV
4990,90,352,300,Male,67,I
4991,554,682,349,Female,35,V
4992,300,413,351,Male,37,V
4993,212,633,290,Male,54,V
4994,102,225,289,Female,51,I
4995,194,766,267,Female,67,I
4996,912,1252,272,Female,35,IV
4997,207,363,279,Female,66,IV
4998,310,685,267,Male,50,IV
4999,847,1138,226,Male,58,IV
5000,191,519,293,Male,63,IV
